league,season,team,player,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,ShtCmp,ShtAtt,ShtCmp%,MedCmp,MedAtt,MedCmp%,LngCmp,LngAtt,LngCmp%,Ast,xAG,xA,A-xAG,KP,FT,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,FinalThird,CPA,Mis,Dis,Rec,PrgR,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
ENG-Premier League,2324,Arsenal,Oleksandr Zinchenko,UKR,DF,27-170,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,1,17,3,17.6,0.89,0.16,0.06,0.33,24,0,0,0,0.6,0.6,0.03,0.4,0.4,1374,1568,87.6,23132,6928,653,706,92.5,601,667,90.1,95,134,70.9,2,2.5,2.9,-0.5,29,154,49,4,229,1568,1395,165,46,11,5,30,119,0,0,0,0,1374,8,14,67,3.5,64,1,1,1,0,0,6,0.31,5,1,0,0,0,0,50,30,19,24,7,35,52,67.3,17,18,3,15,20,70,26,2,1729,46,335,885,519,28,1729,14,7,50,5,35.7,1013,4792,2334,40,28,7,10,15,1178,58,1722,64,50.4,19.1,20,79,7,7,21,5,2.26,38,15,23,1.2,-0.87,38.5,12.1,26.4,1.38,0.22,2,0,0,7,9,1,30,20,30,0,0,0,104,27,16,62.8
ENG-Premier League,2324,Arsenal,Reiss Nelson,ENG,FW,24-175,1999,15,1,268,3,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,9,5,26,0,0,0,0,0,0.07,0.2,0.27,0.07,0.27,0,4,1,25,1.34,0.34,0,0,19.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,127,144,88.2,1674,298,80,83,96.4,31,36,86.1,6,12,50,0,0.6,0.4,-0.6,5,1,6,2,5,144,132,12,4,0,1,14,3,5,4,0,0,127,0,3,9,3.02,7,1,0,1,0,0,0,0,0,0,0,0,0,0,9,6,5,1,3,8,10,80,2,5,1,4,1,10,5,0,188,8,30,67,96,13,188,7,1,14.3,6,85.7,129,729,281,9,5,4,11,4,128,26,268,18,7.8,3,1,74,0,14,14,15,2.27,10,1,9,3.02,1.51,7,2.2,4.8,1.62,0.39,1,0,0,5,6,0,14,1,6,0,0,0,22,0,5,0
ENG-Premier League,2324,Arsenal,Takehiro Tomiyasu,JPN,DF,25-210,1998,22,10,1149,12.8,2,1,3,2,0,0,2,1,1.5,1.5,0.4,1.9,17,72,37,0.16,0.08,0.23,0.16,0.23,0.12,0.03,0.15,0.12,0.15,2,17,3,17.6,1.33,0.23,0.12,0.67,14.9,0,0,0,1.5,1.5,0.09,0.5,0.5,574,697,82.4,8941,2520,306,342,89.5,229,267,85.8,27,56,48.2,1,0.4,0.8,0.6,6,60,10,3,72,697,615,80,7,2,2,14,73,0,0,0,0,574,2,11,17,1.33,16,0,0,1,0,0,2,0.16,2,0,0,0,0,0,20,9,15,4,1,11,18,61.1,7,10,4,6,18,38,33,0,824,37,192,389,248,31,824,12,4,33.3,7,58.3,469,2158,1064,17,14,3,13,3,520,37,1149,52,33.6,12.8,10,85,7,12,25,1,2.41,30,10,20,1.57,-0.1,24.5,12.2,12.3,0.96,-0.47,2,1,1,14,8,1,14,18,9,0,0,0,54,25,20,55.6
ENG-Premier League,2324,Arsenal,Thomas Partey,GHA,"MF,DF",30-355,1993,14,9,788,8.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,15,72,10,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,0,8,2,25,0.91,0.23,0,0,20.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,570,636,89.6,9177,2564,298,321,92.8,224,243,92.2,37,54,68.5,0,0.3,0.6,-0.3,6,61,14,2,72,636,609,24,14,3,3,2,10,0,0,0,0,570,3,3,25,2.86,24,0,0,0,1,0,4,0.46,4,0,0,0,0,0,14,11,9,4,1,5,10,50,5,9,3,6,11,25,9,0,707,23,138,423,154,6,707,13,9,69.2,2,15.4,453,2227,1129,15,18,1,8,8,528,10,788,56,23,8.8,9,79,4,5,16,3,2.71,20,5,15,1.71,0.11,15.3,8.4,6.9,0.79,-0.62,3,0,0,10,6,0,2,11,11,0,0,0,56,7,8,46.7
ENG-Premier League,2324,Arsenal,William Saliba,FRA,DF,23-070,2001,38,38,3420,38,2,1,3,2,0,0,4,0,1.6,1.6,0.2,1.8,16,157,6,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,2,10,3,30,0.26,0.08,0.2,0.67,10.5,0,0,0,1.6,1.6,0.16,0.4,0.4,2635,2851,92.4,43599,15948,1202,1274,94.3,1298,1373,94.5,104,150,69.3,1,0.2,0.9,0.8,6,175,6,1,157,2851,2794,55,33,3,2,3,7,0,0,0,0,2635,2,11,29,0.76,26,0,1,2,0,0,3,0.08,3,0,0,0,0,0,41,26,28,12,1,20,27,74.1,7,32,17,15,29,70,81,3,3093,223,1239,1720,142,15,3093,15,10,66.7,4,26.7,1992,9002,5201,16,22,1,22,13,2297,6,3420,90,100,38,38,90,38,0,,0,2.34,91,29,62,1.63,,76.1,27.9,48.2,1.27,,4,0,0,22,16,0,3,29,26,0,1,0,213,72,49,59.5
ENG-Premier League,2324,Aston Villa,Bertrand Traoré,BFA,"DF,FW",28-270,1995,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,3,66.7,15,0,1,1,100,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,7,0,5,2,0,0,7,1,0,0,1,100,4,54,0,0,0,0,1,1,4,0,11,6,0.3,0.1,0,,0,2,6,6,3,0,0,0,0,-0.4,0,0.7,-0.7,-5.8,-5.91,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
ENG-Premier League,2324,Aston Villa,Boubacar Kamara,FRA,MF,24-192,1999,20,20,1652,18.4,0,1,1,0,0,0,7,1,0.1,0.1,1.3,1.4,19,83,10,0,0.05,0.05,0,0.05,0.01,0.07,0.08,0.01,0.08,0,5,1,20,0.27,0.05,0,0,16.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,922,1035,89.1,14037,3978,521,560,93,319,344,92.7,56,82,68.3,1,1.3,1.4,-0.3,20,107,12,0,83,1035,994,40,32,6,8,2,8,0,0,0,0,922,1,13,38,2.07,33,0,0,2,1,2,3,0.16,3,0,0,0,0,0,43,29,16,21,6,24,47,51.1,23,21,7,14,21,64,16,0,1195,50,305,720,186,13,1195,30,14,46.7,12,40,769,3527,1663,19,22,1,19,13,880,10,1652,83,48.3,18.4,20,83,10,0,,0,2.05,36,22,14,0.76,0.71,31.1,24.7,6.4,0.35,0.5,7,1,0,35,29,0,2,21,29,0,0,0,97,19,25,43.2
ENG-Premier League,2324,Aston Villa,Calum Chambers,ENG,"MF,DF",29-134,1995,5,1,152,1.7,0,1,1,0,0,0,1,0,0,0,0.1,0.1,0,5,1,0,0.59,0.59,0,0.59,0,0.06,0.06,0,0.06,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,100,113,88.5,1705,512,47,50,94,45,47,95.7,6,10,60,1,0.1,0,0.9,1,2,0,0,5,113,113,0,0,0,1,0,0,0,0,0,0,100,0,2,1,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,2,1,1,2,5,4,0,129,9,68,49,12,0,129,1,1,100,0,0,78,349,158,0,0,0,0,1,99,1,152,30,4.4,1.7,1,67,0,4,21,26,0.8,3,6,-3,-1.78,-2.27,3.1,4.9,-1.8,-1.04,-1.19,1,0,0,3,1,0,0,2,0,0,0,0,8,1,1,50
ENG-Premier League,2324,Aston Villa,Cameron Archer,ENG,MF,22-317,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0,0,0,0,0,0,0,0,0,6,6,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,1,4,2,0,7,0,0,,0,,5,39,28,1,1,0,1,0,7,0,6,6,0.2,0.1,0,,0,1,6,1,3,0,0,0,0,-0.4,0,0,0,0,-0.09,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
ENG-Premier League,2324,Aston Villa,Clément Lenglet,FRA,DF,28-351,1995,14,14,1153,12.8,0,1,1,0,0,0,3,0,0.9,0.9,0.8,1.6,26,51,1,0,0.08,0.08,0,0.08,0.07,0.06,0.13,0.07,0.13,0,8,2,25,0.62,0.16,0,0,10.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9,822,918,89.5,15524,5173,302,319,94.7,431,457,94.3,82,127,64.6,1,0.8,0.5,0.2,2,34,3,0,51,918,859,58,40,0,8,3,4,0,0,0,0,822,1,3,15,1.17,11,1,0,3,0,0,1,0.08,1,0,0,0,0,0,13,9,7,5,1,7,13,53.8,6,19,11,8,7,20,47,1,1017,165,514,449,59,12,1017,8,3,37.5,2,25,727,4422,2819,26,18,0,3,3,786,1,1153,82,33.7,12.8,14,82,11,0,,20,1.29,22,27,-5,-0.39,-1.18,20.4,23.4,-3,-0.23,-0.49,3,0,0,3,12,0,3,7,9,0,0,0,37,15,11,57.7
ENG-Premier League,2324,Aston Villa,Diego Carlos,BRA,DF,31-079,1993,27,20,1816,20.2,0,0,0,0,0,0,4,0,1.9,1.9,0.1,2,4,59,1,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0,10,1,10,0.5,0.05,0,0,9.1,0,0,0,1.9,1.9,0.19,-1.9,-1.9,1184,1340,88.4,23313,9315,357,378,94.4,714,749,95.3,107,199,53.8,0,0.1,0.4,-0.1,3,72,4,0,59,1340,1293,47,41,0,6,1,0,0,0,0,0,1184,0,4,9,0.45,9,0,0,0,0,0,2,0.1,2,0,0,0,0,0,27,16,22,4,1,13,21,61.9,8,24,19,5,13,40,78,3,1517,244,867,610,43,23,1517,4,2,50,2,50,1013,4786,2606,4,2,1,8,4,1118,1,1816,67,53.1,20.2,20,86,18,7,15,5,1.56,35,36,-1,-0.05,-0.95,31.4,33.8,-2.4,-0.12,-0.44,4,0,0,26,4,1,1,13,16,0,0,0,78,21,26,44.7
ENG-Premier League,2324,Aston Villa,Douglas Luiz,BRA,MF,26-024,1998,35,35,2993,33.3,9,5,14,5,4,4,12,0,6.9,3.8,5.4,9.2,60,168,50,0.27,0.15,0.42,0.15,0.3,0.21,0.16,0.37,0.11,0.28,9,44,13,29.5,1.32,0.39,0.11,0.38,23.3,5,4,4,6.9,3.8,0.09,2.1,1.2,1800,2101,85.7,31199,7807,812,871,93.2,775,870,89.1,167,276,60.5,5,5.4,5.3,-0.4,53,137,39,8,168,2101,1857,237,129,11,13,115,6,100,61,7,2,1800,7,21,117,3.52,61,34,6,10,5,1,10,0.3,5,4,0,0,1,0,58,38,21,27,10,25,53,47.2,28,32,8,24,23,81,18,2,2351,81,519,1256,598,38,2347,47,24,51.1,16,34,1394,7522,3562,60,48,4,33,31,1638,50,2993,86,87.5,33.3,35,86,26,0,,0,1.69,65,57,8,0.24,-1.23,56.4,52.7,3.7,0.11,0.18,12,0,0,51,41,0,115,23,38,0,0,0,184,25,18,58.1
ENG-Premier League,2324,Aston Villa,Emiliano Martínez,ARG,GK,31-274,1992,34,34,3015,33.5,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1190,1436,82.9,28047,16368,248,250,99.2,715,722,99,223,452,49.3,0,0,0,0,2,21,0,0,2,1436,1170,259,100,0,0,0,0,0,0,0,0,1190,7,1,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,3,1509,1139,1484,25,0,0,1509,0,0,,0,,933,4389,2772,0,0,0,1,0,800,0,3015,89,88.2,33.5,34,89,33,0,,0,1.91,72,48,24,0.72,2.72,58.8,49.8,9,0.27,1.52,4,0,0,1,7,0,0,0,0,0,0,2,48,5,0,100
ENG-Premier League,2324,Aston Villa,Ezri Konsa,ENG,DF,26-223,1997,35,35,3069,34.1,1,0,1,1,0,0,5,0,2.5,2.5,0.5,3,37,136,33,0.03,0,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,1,19,5,26.3,0.56,0.15,0.05,0.2,12.2,0,0,0,2.5,2.5,0.13,-1.5,-1.5,1907,2094,91.1,31947,10672,827,878,94.2,959,1029,93.2,95,129,73.6,0,0.5,1,-0.5,8,132,14,2,136,2094,1896,197,71,1,0,17,123,0,0,0,0,1907,1,24,34,1,25,1,2,2,3,1,6,0.18,3,1,0,0,1,1,54,32,28,23,3,23,27,85.2,4,36,20,16,28,82,73,3,2359,239,971,1146,258,36,2359,34,19,55.9,6,17.6,1535,6930,3700,37,20,3,26,17,1669,33,3069,88,89.7,34.1,35,88,30,0,,0,1.77,68,54,14,0.41,0.15,55.1,52.2,2.9,0.08,-0.05,5,0,0,14,64,0,17,28,32,1,1,0,142,30,14,68.2
ENG-Premier League,2324,Aston Villa,Finley Munroe,ENG,MF,19-115,2005,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,16,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0,4,4,0.1,0,0,,0,1,4,2,0,0,0,0,0,-0.4,0,0,0,0,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2324,Aston Villa,Jacob Ramsey,ENG,"FW,MF",23-005,2001,16,8,853,9.5,1,1,2,1,0,0,2,0,2.2,2.2,1,3.2,33,28,69,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34,1,19,4,21.1,2,0.42,0.05,0.25,15.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2,257,322,79.8,3751,863,143,173,82.7,97,115,84.3,9,12,75,1,1,1.4,0,10,22,5,0,28,322,310,12,1,3,0,11,1,10,3,0,0,257,0,9,29,3.06,23,2,1,2,0,1,3,0.32,2,1,0,0,0,0,16,8,7,6,3,5,15,33.3,10,15,2,13,3,19,8,0,433,10,69,178,195,47,433,20,8,40,11,55,271,1777,836,33,19,11,18,21,314,69,853,53,24.9,9.5,8,80,5,8,26,0,2.19,22,12,10,1.06,0.88,18.5,13.2,5.3,0.56,0.62,2,0,0,7,12,0,11,3,8,0,0,0,42,5,3,62.5
ENG-Premier League,2324,Aston Villa,Jaden Philogene Bidace,ENG,FW,22-115,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,3,4,75,27,5,3,3,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,1,1,2,1,4,0,0,,0,,2,39,39,2,1,1,0,0,3,1,4,4,0.1,0,0,,0,1,4,0,0,0,1,-1,-22.5,-22.92,0.3,0.6,-0.3,-5.72,-5.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ENG-Premier League,2324,Aston Villa,Jhon Durán,COL,"FW,MF",20-172,2003,23,3,475,5.3,5,0,5,5,0,0,5,0,2,2,0.3,2.3,9,9,25,0.95,0,0.95,0.95,0.95,0.38,0.06,0.44,0.38,0.44,5,20,7,35,3.79,1.33,0.25,0.71,16.8,0,0,0,2,2,0.1,3,3,83,121,68.6,1095,220,51,69,73.9,24,29,82.8,3,5,60,0,0.3,0.2,-0.3,4,6,1,0,9,121,117,4,1,0,0,6,1,0,0,0,0,83,0,10,12,2.27,8,0,1,1,1,1,4,0.76,1,0,1,0,1,1,6,5,3,1,2,1,6,16.7,5,6,0,6,1,7,10,0,189,8,22,90,80,27,189,5,2,40,3,60,102,508,206,9,5,5,16,14,138,25,475,21,13.9,5.3,3,68,1,20,14,5,1.74,15,12,3,0.57,0.2,8.6,11.3,-2.6,-0.5,-0.68,5,0,0,12,8,4,6,1,5,1,0,0,15,20,12,62.5
ENG-Premier League,2324,Aston Villa,John McGinn,SCO,"MF,FW",29-228,1994,35,35,2999,33.3,6,4,10,6,0,0,9,1,5,5,4.6,9.6,59,189,84,0.18,0.12,0.3,0.18,0.3,0.15,0.14,0.29,0.15,0.29,6,40,14,35,1.2,0.42,0.15,0.43,19.5,3,0,0,5,5,0.12,1,1,972,1223,79.5,17953,5844,434,489,88.8,396,462,85.7,130,217,59.9,4,4.6,4.9,-0.6,44,124,52,14,189,1223,1137,82,31,15,8,74,3,37,28,0,0,972,4,25,106,3.18,88,9,6,2,1,0,14,0.42,11,1,2,0,0,0,59,35,18,34,7,32,77,41.6,45,33,4,29,21,80,21,0,1546,44,257,810,499,58,1546,96,54,56.3,27,28.1,994,5181,2385,59,45,10,55,61,1096,84,2999,86,87.7,33.3,35,86,24,0,,0,1.83,68,52,16,0.48,0.69,56.6,48.6,8,0.24,1.22,9,1,0,39,69,2,74,21,35,0,0,0,161,9,19,32.1
ENG-Premier League,2324,Aston Villa,Kaine Kesler-Hayden,ENG,"MF,DF",21-223,2002,3,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,6,2,0.2,0.1,0,,0,3,2,14,2,0,0,0,0,-0.4,0,0.1,-0.1,-1.66,-1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENG-Premier League,2324,Aston Villa,Leander Dendoncker,BEL,MF,29-048,1995,8,1,119,1.3,1,0,1,1,0,0,0,0,0.7,0.7,0,0.7,0,3,2,0.76,0,0.76,0.76,0.76,0.56,0,0.56,0.56,0.56,1,2,1,50,1.51,0.76,0.5,1,12.5,0,0,0,0.7,0.7,0.37,0.3,0.3,45,56,80.4,744,139,24,28,85.7,19,22,86.4,2,4,50,0,0,0,0,0,1,0,0,3,56,56,0,0,0,1,0,0,0,0,0,0,45,0,0,2,1.51,1,0,0,0,1,0,1,0.76,0,0,0,0,1,0,6,4,3,2,1,4,5,80,1,5,2,3,2,8,3,1,80,4,31,39,12,2,80,0,0,,0,,36,124,27,0,1,0,2,1,39,2,119,15,3.5,1.3,1,85,0,7,5,10,2.25,3,3,0,0,-0.41,2.6,1.7,1,0.72,0.66,0,0,0,1,1,0,0,2,4,0,0,0,4,4,5,44.4
ENG-Premier League,2324,Aston Villa,Leon Bailey,JAM,"MF,FW",26-298,1997,35,22,2068,23,10,9,19,10,0,0,5,0,6.3,6.3,9.2,15.5,102,82,226,0.44,0.39,0.83,0.44,0.83,0.27,0.4,0.67,0.27,0.67,10,53,18,34,2.31,0.78,0.19,0.56,16.1,1,0,0,6.3,6.3,0.12,3.7,3.7,573,790,72.5,8993,2559,327,391,83.6,184,242,76,48,82,58.5,9,9.2,7.3,-0.2,52,38,51,7,82,790,745,40,2,11,7,75,9,29,20,0,0,573,5,38,97,4.22,70,7,9,7,3,1,11,0.48,7,1,1,2,0,0,13,7,7,4,2,5,20,25,15,18,1,17,9,22,6,0,1040,19,151,318,589,129,1040,119,57,47.9,50,42,717,5148,2495,102,47,41,51,41,764,226,2068,59,60.5,23,22,76,3,13,31,1,1.77,53,32,21,0.91,1.31,43,35.8,7.2,0.31,0.56,5,0,0,26,26,11,75,9,7,0,0,0,107,14,24,36.8
ENG-Premier League,2324,Aston Villa,Lucas Digne,FRA,DF,30-318,1993,33,27,2410,26.8,1,3,4,1,0,0,7,0,1.1,1.1,4.1,5.2,42,77,200,0.04,0.11,0.15,0.04,0.15,0.04,0.15,0.19,0.04,0.19,1,20,4,20,0.75,0.15,0.05,0.25,20,6,0,0,1.1,1.1,0.05,-0.1,-0.1,1015,1351,75.1,16244,5595,524,594,88.2,406,529,76.7,66,148,44.6,3,4.1,3.6,-1.1,37,49,34,15,77,1351,1095,253,36,0,4,154,181,36,25,5,0,1015,3,42,74,2.76,48,19,0,3,3,1,4,0.15,4,0,0,0,0,0,47,19,35,9,3,25,44,56.8,19,20,2,18,26,73,67,0,1590,71,468,541,593,56,1590,33,10,30.3,16,48.5,840,3630,1786,42,19,4,16,15,925,200,2410,73,70.5,26.8,27,85,18,6,19,0,1.76,54,41,13,0.49,0.31,43.6,41.9,1.7,0.06,-0.08,7,0,0,29,30,3,154,26,19,0,0,0,101,42,24,63.6
ENG-Premier League,2324,Aston Villa,Matty Cash,POL,DF,26-300,1997,29,23,2142,23.8,2,2,4,2,0,0,8,0,4.2,4.2,2.3,6.5,62,88,101,0.08,0.08,0.17,0.08,0.17,0.18,0.1,0.27,0.18,0.27,2,33,13,39.4,1.39,0.55,0.06,0.15,16.2,0,0,0,4.2,4.2,0.13,-2.2,-2.2,985,1225,80.4,16094,4888,490,545,89.9,415,501,82.8,63,131,48.1,2,2.3,2.5,-0.3,13,69,19,8,88,1225,1043,181,24,0,3,39,157,0,0,0,0,985,1,24,44,1.85,34,1,0,6,2,1,8,0.34,7,0,0,0,1,0,54,31,24,24,6,29,59,49.2,30,35,14,21,18,72,59,0,1496,89,490,657,364,54,1496,41,12,29.3,20,48.8,860,4871,2233,62,41,18,21,15,895,101,2142,74,62.6,23.8,23,84,16,6,34,2,1.86,49,36,13,0.55,0.41,41.2,36.6,4.6,0.19,0.28,8,0,0,30,22,0,39,18,31,0,1,1,110,15,21,41.7
ENG-Premier League,2324,Aston Villa,Morgan Rogers,ENG,"MF,FW",21-312,2002,11,8,638,7.1,3,1,4,3,0,0,3,0,1.4,1.4,0.6,2,22,28,30,0.42,0.14,0.56,0.42,0.56,0.19,0.09,0.28,0.19,0.28,3,11,5,45.5,1.55,0.71,0.27,0.6,14.8,0,0,0,1.4,1.4,0.12,1.6,1.6,147,195,75.4,2253,847,77,99,77.8,50,60,83.3,12,14,85.7,1,0.6,0.4,0.4,9,16,12,0,28,195,182,10,0,2,2,2,2,0,0,0,0,147,3,7,23,3.25,18,0,3,0,2,0,4,0.57,2,0,1,0,1,0,8,1,3,2,3,2,11,18.2,9,11,0,11,3,11,11,0,289,10,66,131,98,23,289,33,17,51.5,12,36.4,150,1084,563,22,11,6,17,11,185,30,638,58,18.7,7.1,8,72,4,3,20,3,1.91,12,13,-1,-0.14,-0.66,8,14.3,-6.3,-0.89,-1.2,3,0,0,12,9,0,2,3,1,0,0,0,31,7,8,46.7
ENG-Premier League,2324,Aston Villa,Moussa Diaby,FRA,"FW,MF",24-331,1999,38,25,2174,24.2,6,8,14,6,0,0,1,0,7,7,6.6,13.6,94,72,183,0.25,0.33,0.58,0.25,0.58,0.29,0.27,0.56,0.29,0.56,6,54,22,40.7,2.24,0.91,0.11,0.27,15.9,0,0,0,7,7,0.13,-1,-1,485,619,78.4,6960,1348,280,329,85.1,170,215,79.1,17,32,53.1,8,6.6,4.5,1.4,47,29,40,9,72,619,567,51,3,6,2,45,4,1,0,0,0,485,1,15,80,3.31,64,1,6,7,2,0,10,0.41,9,0,1,0,0,0,12,5,5,4,3,4,22,18.2,18,8,1,7,9,21,6,0,824,12,69,298,470,136,824,70,29,41.4,37,52.9,568,3926,2013,94,43,39,33,30,620,183,2174,57,63.6,24.2,25,75,4,13,23,0,1.79,41,40,1,0.04,-0.97,35.9,36.1,-0.1,-0.01,-0.26,1,0,0,16,15,6,45,9,5,0,0,0,62,2,15,11.8
ENG-Premier League,2324,Aston Villa,Nicolò Zaniolo,ITA,"FW,MF",24-336,1999,25,9,839,9.3,2,0,2,2,0,0,7,0,2.6,2.6,1,3.6,35,30,60,0.21,0,0.21,0.21,0.21,0.28,0.11,0.39,0.28,0.39,2,27,10,37,2.9,1.07,0.07,0.2,14,0,0,0,2.6,2.6,0.09,-0.6,-0.6,150,228,65.8,2141,550,94,119,79,44,62,71,6,15,40,0,1,0.7,-1,10,17,5,0,30,228,225,2,0,0,2,18,1,0,0,0,0,150,1,23,30,3.23,20,0,2,6,1,1,3,0.32,3,0,0,0,0,0,19,9,10,7,2,9,17,52.9,8,13,0,13,1,20,11,0,402,11,53,171,184,60,402,48,13,27.1,30,62.5,268,1854,915,35,16,15,31,36,284,60,839,34,24.5,9.3,9,61,0,16,18,5,1.6,17,13,4,0.43,0.05,13.1,14.7,-1.6,-0.18,-0.35,7,0,0,24,21,0,18,1,9,0,0,0,36,7,14,33.3
ENG-Premier League,2324,Aston Villa,Ollie Watkins,ENG,FW,28-155,1995,37,37,3217,35.7,19,13,32,19,0,0,4,0,16.8,16.8,7.3,24.2,62,55,214,0.53,0.36,0.9,0.53,0.9,0.47,0.21,0.68,0.47,0.68,19,107,47,43.9,2.99,1.31,0.18,0.4,12.8,0,0,0,16.8,16.8,0.16,2.2,2.2,459,609,75.4,5830,932,293,363,80.7,124,164,75.6,9,19,47.4,13,7.3,4.2,5.7,45,23,22,0,55,609,586,21,1,5,1,13,4,0,0,0,0,459,2,17,100,2.8,70,0,7,18,4,1,26,0.73,15,0,2,7,2,0,12,7,0,5,7,5,11,45.5,6,26,4,22,4,16,20,0,958,28,56,369,542,215,958,63,26,41.3,31,49.2,581,3085,1465,62,37,41,78,57,761,214,3217,87,94.1,35.7,37,87,27,0,,0,1.84,72,56,16,0.45,0.89,60.6,54.9,5.6,0.16,1.16,4,0,0,22,41,16,13,4,7,2,0,0,64,49,80,38
